resting 0 20 2060 19 37 0 11 702
resting 0 20 2060 19 27 8 34 710
resting 5 18 2077 25 29 0 34 704
resting 28 15 2061 19 34 17 36 718
resting 16 24 2065 18 1 14 42 704
resting 14 24 2065 20 59 30 41 686
resting 14 24 2065 20 38 9 42 702
resting 4 19 2073 14 43 15 15 710
resting 0 16 2055 21 41 23 44 717
resting 9 15 2057 1 12 11 49 727
resting 9 15 2057 1 68 11 34 692
resting 2 21 2061 20 31 16 40 714
resting 21 0 2074 26 38 17 39 724
resting 54 23 2067 18 32 13 34 704
resting 13 22 2061 30 26 0 29 701
resting 13 22 2061 30 29 23 30 710
resting 9 23 2057 7 38 17 35 710
resting 14 12 2067 17 34 31 47 700
resting 0 15 2056 15 25 35 38 712
resting 4 16 2064 55 32 25 16 708
resting 4 16 2064 55 27 28 36 711
resting 12 11 2066 25 37 26 42 710
resting 16 12 2063 20 36 32 38 712
resting 0 21 2062 30 12 33 38 712
resting 12 25 2076 10 51 42 29 689
resting 12 25 2076 10 50 25 41 705
resting 16 21 2070 14 33 29 6 707
resting 0 13 2058 19 37 34 40 704
resting 3 23 2088 40 5 0 7 687
resting 3 23 2088 40 0 11 19 666
resting 0 10 2036 0 16 9 4 687
resting 12 6 2057 43 26 28 22 703
resting 27 8 2050 47 24 27 6 679
resting 1 12 2056 90 31 4 0 687
resting 1 12 2056 90 31 20 23 689
resting 9 23 2063 16 24 35 34 689
resting 11 1 2052 38 28 23 32 676
resting 12 14 2043 30 7 21 35 695
leftPinky 7 12 2027 0 0 0 17 676
leftPinky 7 12 2027 0 0 87 93 2919
leftPinky 7 0 2067 72 0 90 91 3219
leftPinky 39 0 2045 90 5 96 108 3316
leftPinky 25 0 2052 104 0 100 111 3417
leftPinky 6 8 2053 69 0 72 98 3398
leftPinky 15 11 2061 87 21 139 155 3423
leftPinky 15 11 2061 87 39 94 100 3406
leftPinky 14 2 2075 84 33 105 108 3468
leftPinky 51 0 2035 84 36 105 109 3450
leftPinky 36 11 2048 86 27 109 109 3500
leftPinky 4 13 2046 156 32 87 109 3507
leftPinky 8 12 2055 20 69 127 80 3467
leftPinky 8 12 2055 20 47 105 110 3500
leftPinky 2 3 2050 122 37 94 127 3544
leftPinky 31 0 2068 86 33 104 114 3530
leftPinky 49 32 2044 84 27 103 102 3549
leftPinky 10 32 2046 100 49 78 108 3567
leftPinky 9 29 2083 14 48 127 76 3516
leftPinky 9 29 2083 14 51 102 107 3548
leftPinky 14 31 2056 98 32 104 104 3526
leftPinky 51 10 2068 96 26 107 0 3536
leftPinky 38 32 2056 93 29 95 0 3366
leftPinky 6 33 2050 156 23 76 0 3497
leftPinky 6 33 2050 156 0 107 62 3473
leftPinky 17 31 1996 87 49 99 12 3580
leftPinky 20 30 2053 100 13 45 0 682
leftPinky 19 26 2046 77 17 49 34 686
leftPinky 11 31 2048 95 0 46 26 680
leftRing 1 30 2095 90 68 152 2058 748
leftRing 1 30 2095 90 76 150 2413 805
leftRing 9 10 2078 94 65 127 2542 757
leftRing 31 13 2050 83 58 122 2367 768
leftRing 25 32 2047 85 44 126 2520 753
leftRing 13 31 2045 144 48 106 2436 754
leftRing 13 31 2045 144 78 193 2555 730
leftRing 1 28 2078 67 85 142 2553 746
leftRing 0 20 2071 72 64 130 2540 761
leftRing 41 20 2059 92 63 127 2580 717
leftRing 0 30 2049 100 52 127 2563 766
leftRing 39 29 2045 106 54 95 2610 762
leftRing 39 29 2045 106 53 194 2615 742
leftRing 42 24 2088 50 55 139 2664 779
leftRing 39 36 2051 93 66 133 2632 765
leftRing 44 28 2044 88 63 131 2670 729
leftRing 4 28 2047 94 46 134 2637 762
leftRing 29 30 2056 148 75 118 2666 764
leftRing 29 30 2056 148 89 119 2684 763
leftRing 34 29 2060 15 70 135 2741 772
leftRing 48 25 2063 91 67 142 2703 768
leftRing 82 22 2049 87 71 136 2734 757
leftRing 39 32 2051 88 40 134 2617 771
leftRing 35 31 2045 60 0 55 6 683
leftRing 35 31 2045 60 51 61 17 687
leftRing 30 23 2060 70 57 111 53 720
leftRing 57 27 2061 99 127 2529 100 788
leftMiddle 36 36 2068 100 112 2802 98 753
leftMiddle 31 38 2061 114 140 2755 94 755
leftMiddle 31 38 2061 114 150 2783 141 732
leftMiddle 38 39 2090 80 167 2842 104 767
leftMiddle 50 5 2068 101 127 2825 92 739
leftMiddle 57 16 2058 94 125 2561 109 773
leftMiddle 57 27 2054 93 112 2690 95 749
leftMiddle 34 32 2062 115 109 2676 93 742
leftMiddle 34 32 2062 115 167 2835 128 711
leftMiddle 29 34 2084 100 120 2788 101 760
leftMiddle 40 3 2083 112 124 2841 121 746
leftMiddle 59 29 2078 91 127 2811 87 713
leftMiddle 6 43 2058 87 119 2882 95 742
leftMiddle 44 33 2059 108 140 2770 92 737
leftMiddle 44 33 2059 108 150 2880 103 725
leftMiddle 44 37 2109 100 154 2855 107 765
leftMiddle 40 0 2081 95 118 2892 110 740
leftMiddle 72 25 2060 99 123 2838 110 768
leftMiddle 61 33 2075 107 115 2896 94 744
leftMiddle 37 34 2076 0 123 2783 94 746
leftMiddle 37 34 2076 0 46 81 29 671
leftMiddle 32 35 2071 0 43 57 26 683
leftMiddle 0 35 2066 0 55 62 30 703
leftMiddle 1 34 2060 0 1434 122 70 699
leftIndex 0 35 2054 0 2404 0 71 708
leftIndex 0 35 2054 0 2613 48 110 671
leftIndex 3 30 2064 46 2707 60 61 727
leftIndex 0 18 2063 40 2760 40 83 701
leftIndex 21 25 2067 42 2797 31 80 753
leftIndex 1 40 2079 38 2735 27 68 696
leftIndex 0 40 2072 56 2822 6 60 707
leftIndex 0 40 2072 56 2965 52 111 681
leftIndex 7 42 2095 53 2779 42 74 715
leftIndex 33 30 2079 39 2970 44 76 715
leftIndex 55 27 2058 35 2939 36 66 746
leftIndex 17 35 2066 32 2942 28 72 699
leftIndex 5 30 2063 47 2886 18 70 705
leftIndex 5 30 2063 47 2984 8 56 684
leftIndex 6 33 2095 0 2811 62 66 736
leftIndex 14 1 2077 38 2994 49 74 716
leftIndex 39 27 2075 36 2998 33 65 737
leftIndex 25 41 2060 33 3000 43 74 703
leftIndex 13 36 2062 78 2950 20 68 709
leftIndex 13 36 2062 78 2909 94 116 686
leftIndex 3 35 2090 39 2665 66 63 723
leftIndex 6 22 2078 35 51 0 31 676
leftIndex 67 23 2051 31 47 7 29 681
leftIndex 0 34 2064 62 37 0 29 674
leftIndex 0 34 2064 62 28 35 19 667
leftIndex 6 37 2115 2514 50 39 66 730
leftIndex 129 204 2478 5433 71 38 50 724
rightIndex 146 201 2494 5732 129 17 30 705
rightIndex 146 201 2494 5732 83 52 70 711
rightIndex 134 210 2480 5880 71 0 0 733
rightIndex 0 200 2503 5953 60 66 62 705
rightIndex 0 200 2503 5953 144 80 89 680
rightIndex 142 195 2496 5919 95 64 69 725
rightIndex 184 213 2479 5993 73 64 72 799
rightIndex 139 204 2509 6012 70 35 67 709
rightIndex 139 204 2509 6012 88 69 93 744
rightIndex 150 213 2469 5992 81 66 84 721
rightIndex 183 198 2512 6047 0 64 69 711
rightIndex 162 192 2502 6021 30 96 55 679
rightIndex 162 192 2502 6021 16 62 77 702
rightIndex 153 0 2497 6048 7 62 91 808
rightIndex 132 22 2505 6071 0 45 72 706
rightIndex 132 22 2505 6071 50 83 62 741
rightIndex 148 27 2484 6042 16 59 81 717
rightIndex 262 26 2522 6076 24 56 69 707
rightIndex 168 27 2514 6078 33 98 19 693
rightIndex 168 27 2514 6078 26 70 71 716
rightIndex 153 30 2485 6126 20 60 83 784
rightIndex 156 20 2513 6043 0 55 62 686
rightIndex 156 20 2513 6043 0 60 34 666
rightIndex 18 0 2075 33 30 35 56 679
rightIndex 40 0 2100 47 32 19 4 712
rightIndex 0 183 7353 407 19 67 69 707
rightMiddle 0 183 7353 407 13 104 70 681
rightMiddle 170 227 8151 454 36 64 77 728
rightMiddle 237 200 8341 427 34 61 65 690
rightMiddle 142 218 8335 392 5 43 58 703
rightMiddle 142 218 8335 392 20 93 60 692
rightMiddle 177 212 8370 435 40 0 0 715
rightMiddle 30 213 8349 418 25 75 53 702
rightMiddle 30 213 8349 418 24 74 58 679
rightMiddle 176 225 8371 430 55 75 77 686
rightMiddle 214 208 8367 424 32 69 50 697
rightMiddle 165 232 8378 441 169 43 40 699
rightMiddle 165 232 8378 441 33 83 8 689
rightMiddle 175 221 8422 419 33 81 72 716
rightMiddle 198 209 8368 443 25 74 49 699
rightMiddle 198 209 8368 443 75 90 50 687
rightMiddle 176 225 8394 433 73 82 40 675
rightMiddle 182 201 8439 428 38 76 50 778
rightMiddle 171 233 8447 456 109 48 41 704
rightMiddle 171 233 8447 456 51 86 35 732
rightMiddle 181 226 8432 440 14 49 29 687
rightMiddle 36 0 2089 62 10 52 34 685
rightMiddle 43 27 2099 143 9 54 45 698
rightRing 43 27 2099 143 71 58 74 716
rightRing 205 5537 2284 194 33 77 109 694
rightRing 332 5927 2287 219 35 71 52 703
rightRing 221 5974 2274 253 24 134 27 699
rightRing 221 5974 2274 253 35 105 74 711
rightRing 216 5965 2303 208 32 74 118 740
rightRing 210 5959 2286 221 13 70 45 705
rightRing 210 5959 2286 221 32 87 49 706
rightRing 226 6019 2286 197 54 82 51 707
rightRing 287 5992 2288 224 36 69 42 688
rightRing 202 6034 2300 170 25 39 30 699
rightRing 202 6034 2300 170 51 77 42 708
rightRing 227 6093 2306 210 33 57 84 715
rightRing 245 6070 2296 224 23 65 52 696
rightRing 245 6070 2296 224 46 65 70 690
rightRing 228 6030 2299 213 0 85 76 661
rightRing 203 6096 2284 226 89 72 50 746
rightRing 215 6063 2292 265 84 52 42 700
rightRing 215 6063 2292 265 66 57 18 669
rightRing 133 42 2123 50 59 50 22 680
rightRing 71 10 2101 64 79 68 45 687
rightRing 4151 186 2221 115 56 71 49 701
rightPinky 4151 186 2221 115 167 69 50 713
rightPinky 5668 223 2206 135 104 110 53 722
rightPinky 5869 204 2235 131 86 78 48 695
rightPinky 5947 215 2237 34 5 44 32 704
rightPinky 5947 215 2237 34 79 78 39 718
rightPinky 5982 191 2226 117 84 101 78 709
rightPinky 6030 222 2230 138 83 69 53 705
rightPinky 6030 222 2230 138 207 27 64 692
rightPinky 6076 223 2205 53 131 67 52 708
rightPinky 6049 197 2242 126 84 74 63 713
rightPinky 6077 222 2231 109 33 43 50 693
rightPinky 6077 222 2231 109 114 64 39 711
rightPinky 6078 198 2221 125 132 98 60 688
rightPinky 6050 216 2232 138 89 77 51 695
rightPinky 6110 218 2196 136 53 64 41 690
rightPinky 6110 218 2196 136 102 69 60 708
rightPinky 6108 196 2233 140 86 72 68 718
rightPinky 6163 228 2231 147 64 65 46 701
rightPinky 6163 228 2231 147 123 71 82 715
rightPinky 6208 208 2218 0 137 108 36 714
rightPinky 6102 209 2231 20 88 75 51 695
rightPinky 6169 222 2237 0 1 35 23 706
rightPinky 6169 222 2237 0 96 74 51 721
rightPinky 6244 199 2226 119 87 0 71 732
rightPinky 6172 221 2233 125 70 0 49 706
rightPinky 6172 221 2233 125 189 0 67 678
